token,headword,tokenRank,headRank,tokenBand,headBand,tokenFreq,headFreq,PoS
thorniness,thorn,69210,4707,70k,05k,0,845,Irr
larvas,larva,69211,4714,70k,05k,0,843,Irr
tangibleness,tangible,69212,4729,70k,05k,0,837,Irr
elflike,elf,69213,4732,70k,05k,0,836,Irr
czarists,tsar,69214,4741,70k,05k,0,834,Irr
tzarist,tsar,69215,4741,70k,05k,0,834,Irr
tzarists,tsar,69216,4741,70k,05k,0,834,Irr
coziest,cosy,69217,4744,70k,05k,0,833,Irr
cozily,cosy,69218,4744,70k,05k,0,833,Irr
bibliographers,bibliography,69219,4748,70k,05k,0,831,Irr
depôt,depot,69220,4760,70k,05k,0,826,Irr
hygienes,hygiene,69221,4765,70k,05k,0,825,Irr
mintier,mint,69222,4773,70k,05k,0,821,Adj
mintiest,mint,69223,4773,70k,05k,0,821,Irr
postgrads,postgraduate,69224,4777,70k,05k,0,820,Noun
vandalises,vandal,69225,4783,70k,05k,0,818,Irr
vandalizes,vandal,69226,4783,70k,05k,0,818,Irr
onsets,onset,69227,4784,70k,05k,0,817,Irr
scorner,scorn,69228,4790,70k,05k,0,815,Irr
scorners,scorn,69229,4790,70k,05k,0,815,Irr
devolutions,devolve,69230,4796,70k,05k,0,813,Irr
devolvement,devolve,69231,4796,70k,05k,0,813,Irr
ironings,ironed,69232,4806,70k,05k,0,809,Irr
comradeships,comrade,69233,4808,70k,05k,0,808,Irr
nonconsecutive,consecutive,69234,4818,70k,05k,0,804,Irr
nonconsecutively,consecutive,69235,4818,70k,05k,0,804,Irr
decentralisations,decentralize,69236,4819,70k,05k,0,803,Irr
decentralises,decentralize,69237,4819,70k,05k,0,803,Irr
decentralizations,decentralize,69238,4819,70k,05k,0,803,Irr
decentralizes,decentralize,69239,4819,70k,05k,0,803,Irr
garlics,garlic,69240,4822,70k,05k,0,802,Noun
griller,grill,69241,4823,70k,05k,0,802,Irr
empowerments,empower,69242,4828,70k,05k,0,800,Irr
diarrheas,diarrhoea,69243,4843,70k,05k,0,794,Irr
nontransparent,transparent,69244,4858,70k,05k,0,790,Irr
epitheliums,epithelial,69245,4880,70k,05k,0,783,Irr
cripplers,cripple,69246,4884,70k,05k,0,781,Irr
trinities,trinity,69247,4890,70k,05k,0,779,Irr
duodenums,duodenum,69248,4891,70k,05k,0,779,Irr
sorrowfulness,sorrow,69249,4894,70k,05k,0,778,Irr
accessorises,accessory,69250,4907,70k,05k,0,772,Irr
accessorizes,accessory,69251,4907,70k,05k,0,772,Irr
accessorizing,accessory,69252,4907,70k,05k,0,772,Irr
versatilities,versatile,69253,4914,70k,05k,0,770,Irr
draughtier,draught,69254,4929,70k,05k,0,765,Irr
unclasps,clasp,69255,4930,70k,05k,0,764,Irr
wretcheder,wretch,69256,4938,70k,05k,0,763,Irr
forenoons,noon,69257,4939,70k,05k,0,762,Irr
aerialist,aerial,69258,4940,70k,05k,0,762,Noun
aerialists,aerial,69259,4940,70k,05k,0,762,Irr
broodier,brood,69260,4943,70k,05k,0,762,Irr
broodiest,brood,69261,4943,70k,05k,0,762,Irr
chuckler,chuckle,69262,4944,70k,05k,0,760,Irr
cladded,clad,69263,4950,70k,05k,0,759,Verb
discernments,discern,69264,4955,70k,05k,0,756,Irr
indiscernable,discern,69265,4955,70k,05k,0,756,Irr
wryer,wry,69266,4963,70k,05k,0,752,Irr
wryest,wry,69267,4963,70k,05k,0,752,Irr
lavs,lavatory,69268,4964,70k,05k,0,752,Noun
inducts,induct,69269,4967,70k,05k,0,751,Irr
noncumulative,cumulative,69270,4970,70k,05k,0,750,Irr
quizzingly,quiz,69271,4976,70k,05k,0,748,Irr
ceramicists,ceramic,69272,4981,70k,05k,0,746,Noun
craggiest,crag,69273,4987,70k,05k,0,745,Irr
cragginess,crag,69274,4987,70k,05k,0,745,Irr
lavisher,lavish,69275,4989,70k,05k,0,744,Irr
lavishest,lavish,69276,4989,70k,05k,0,744,Irr
segregationists,segregate,69277,4990,70k,05k,0,744,Irr
chronologist,chronology,69278,4997,70k,05k,0,742,Irr
crunchiest,crunch,69279,4999,70k,05k,0,741,Adj
demonises,demon,69280,5002,70k,06k,0,740,Verb
demonizes,demon,69281,5002,70k,06k,0,740,Irr
enchantresses,enchant,69282,5005,70k,06k,0,738,Irr
growlers,growl,69283,5009,70k,06k,0,735,Noun
undeceives,deceive,69284,5012,70k,06k,0,734,Irr
undeceiving,deceive,69285,5012,70k,06k,0,734,Irr
unrhyming,rhyme,69286,5029,70k,06k,0,729,Irr
perilling,peril,69287,5038,70k,06k,0,726,Irr
infuser,infuse,69288,5049,70k,06k,0,722,Noun
infusers,infuse,69289,5049,70k,06k,0,722,Noun
buoyancies,buoy,69290,5051,70k,06k,0,722,Irr
semivowels,vowel,69291,5053,70k,06k,0,722,Irr
confiders,confide,69292,5059,70k,06k,0,719,Irr
diversionaries,diversion,69293,5062,70k,06k,0,718,Irr
orphaning,orphan,69294,5068,70k,06k,0,716,Irr
moistener,moist,69295,5091,70k,06k,0,712,Irr
moisteners,moist,69296,5091,70k,06k,0,712,Irr
moistest,moist,69297,5091,70k,06k,0,712,Irr
complacencies,complacent,69298,5095,70k,06k,0,712,Irr
twitchily,twitch,69299,5097,70k,06k,0,711,Irr
improvize,improvise,69300,5104,70k,06k,0,708,Irr
improvized,improvise,69301,5104,70k,06k,0,708,Irr
improvizer,improvise,69302,5104,70k,06k,0,708,Irr
improvizers,improvise,69303,5104,70k,06k,0,708,Irr
improvizes,improvise,69304,5104,70k,06k,0,708,Irr
alphabetize,alphabet,69305,5106,70k,06k,0,708,Irr
alphabetized,alphabet,69306,5106,70k,06k,0,708,Irr
alphabetizes,alphabet,69307,5106,70k,06k,0,708,Irr
alphabetizing,alphabet,69308,5106,70k,06k,0,708,Irr
plights,plight,69309,5108,70k,06k,0,708,Noun
coercer,coerce,69310,5116,70k,06k,0,705,Irr
coercers,coerce,69311,5116,70k,06k,0,705,Irr
pedaled,pedal,69312,5128,70k,06k,0,702,Irr
pedaling,pedal,69313,5128,70k,06k,0,702,Irr
noninterchangeable,interchange,69314,5132,70k,06k,0,702,Irr
radiuses,radius,69315,5133,70k,06k,0,702,Irr
aweing,awe,69316,5149,70k,06k,0,694,Verb
awing,awe,69317,5149,70k,06k,0,694,Verb
duskiest,dusk,69318,5153,70k,06k,0,693,Irr
malignantly,malign,69319,5156,70k,06k,0,693,Irr
maligns,malign,69320,5156,70k,06k,0,693,Irr
nonmalignant,malign,69321,5156,70k,06k,0,693,Irr
stumpier,stump,69322,5158,70k,06k,0,692,Irr
stumpiest,stump,69323,5158,70k,06k,0,692,Irr
nonpartisan,partisan,69324,5177,70k,06k,0,687,Irr
sneakiness,sneak,69325,5183,70k,06k,0,685,Noun
stubborner,stubborn,69326,5190,70k,06k,0,684,Irr
picketer,picket,69327,5195,70k,06k,0,682,Verb
picketers,picket,69328,5195,70k,06k,0,682,Noun
nonredeemable,redeem,69329,5198,70k,06k,0,681,Irr
confederacies,confederate,69330,5201,70k,06k,0,680,Irr
flakings,flake,69331,5204,70k,06k,0,679,Irr
gentries,gentry,69332,5213,70k,06k,0,677,Irr
sermonised,sermon,69333,5221,70k,06k,0,674,Irr
sermonizes,sermon,69334,5221,70k,06k,0,674,Irr
mustached,moustache,69335,5224,70k,06k,0,673,Irr
orchardist,orchard,69336,5230,70k,06k,0,673,Irr
orchardists,orchard,69337,5230,70k,06k,0,673,Irr
cleansings,cleanse,69338,5231,70k,06k,0,672,Irr
vigilances,vigil,69339,5233,70k,06k,0,672,Irr
tacts,tact,69340,5252,70k,06k,0,665,Noun
untactful,tact,69341,5252,70k,06k,0,665,Irr
foremasts,mast,69342,5257,70k,06k,0,664,Irr
tramper,tramp,69343,5262,70k,06k,0,662,Noun
semitrailer,trailer,69344,5268,70k,06k,0,660,Irr
semitrailers,trailer,69345,5268,70k,06k,0,660,Irr
physiotherapies,physiotherapist,69346,5282,70k,06k,0,658,Irr
typewrites,typewrite,69347,5298,70k,06k,0,654,Irr
junkier,junk,69348,5303,70k,06k,0,652,Irr
junkiest,junk,69349,5303,70k,06k,0,652,Irr
augmenter,augment,69350,5305,70k,06k,0,652,Irr
augmenters,augment,69351,5305,70k,06k,0,652,Irr
purger,purge,69352,5306,70k,06k,0,652,Irr
nondurables,durable,69353,5308,70k,06k,0,651,Irr
semigloss,glossy,69355,5317,70k,06k,0,648,Irr
yawner,yawn,69356,5319,70k,06k,0,648,Irr
yawners,yawn,69357,5319,70k,06k,0,648,Irr
intuitiveness,intuitive,69358,5325,70k,06k,0,647,Irr
loather,loathe,69359,5326,70k,06k,0,647,Irr
loathers,loathe,69360,5326,70k,06k,0,647,Noun
carbonating,carbonate,69361,5327,70k,06k,0,647,Irr
luggages,luggage,69362,5330,70k,06k,0,646,Noun
hawkishness,hawk,69363,5332,70k,06k,0,645,Irr
discipleships,disciple,69364,5335,70k,06k,0,645,Irr
allergically,allergy,69365,5338,70k,06k,0,644,Irr
nonallergic,allergy,69366,5338,70k,06k,0,644,Irr
lustiest,lust,69367,5339,70k,06k,0,644,Irr
breadths,breadth,69368,5344,70k,06k,0,643,Irr
festiveness,festive,69369,5351,70k,06k,0,641,Irr
mimick,mimic,69370,5352,70k,06k,0,641,Verb
mimicker,mimic,69371,5352,70k,06k,0,641,Irr
denominates,denomination,69372,5353,70k,06k,0,641,Irr
intermingles,mingle,69373,5355,70k,06k,0,641,Irr
ponderers,ponder,69374,5365,70k,06k,0,638,Irr
muckiest,muck,69375,5378,70k,06k,0,635,Adj
muscularities,muscular,69376,5398,70k,06k,0,630,Irr
glucoses,glucose,69377,5399,70k,06k,0,630,Irr
enmeshments,mesh,69378,5400,70k,06k,0,629,Irr
reinstatements,reinstate,69379,5405,70k,06k,0,628,Irr
strangulations,strangle,69380,5411,70k,06k,0,627,Irr
midwiferies,midwife,69381,5426,70k,06k,0,621,Irr
winkers,wink,69382,5439,70k,06k,0,617,Noun
impartialities,partiality,69383,5440,70k,06k,0,617,Irr
partialities,partiality,69384,5440,70k,06k,0,617,Irr
histologies,histology,69385,5447,70k,06k,0,615,Irr
histologists,histology,69386,5447,70k,06k,0,615,Irr
porkier,pork,69387,5449,70k,06k,0,614,Adj
porkiest,pork,69388,5449,70k,06k,0,614,Irr
porks,pork,69389,5449,70k,06k,0,614,Noun
overcrowds,overcrowd,69390,5453,70k,06k,0,613,Irr
bombardiers,bombard,69391,5458,70k,06k,0,612,Noun
réunion,reunion,69392,5476,70k,06k,0,606,Irr
blissfulness,bliss,69393,5483,70k,06k,0,605,Irr
willowier,willow,69394,5495,70k,06k,0,602,Irr
willowiest,willow,69395,5495,70k,06k,0,602,Irr
emancipates,emancipate,69396,5512,70k,06k,0,597,Irr
relique,relic,69397,5516,70k,06k,0,596,Irr
numbest,numb,69398,5519,70k,06k,0,595,Irr
notates,notate,69399,5520,70k,06k,0,595,Irr
journalisms,journalism,69400,5521,70k,06k,0,594,Irr
banishments,banish,69401,5526,70k,06k,0,593,Irr
mythologizing,mythology,69402,5528,70k,06k,0,593,Irr
clinchers,clinch,69403,5536,70k,06k,0,591,Noun
clowned,clown,69404,5540,70k,06k,0,590,Adj
clownishly,clown,69405,5540,70k,06k,0,590,Irr
clownishness,clown,69406,5540,70k,06k,0,590,Irr
slummed,slum,69407,5547,70k,06k,0,589,Irr
morbidness,morbid,69408,5554,70k,06k,0,588,Irr
vaporisers,vapour,69409,5564,70k,06k,0,587,Noun
vaporizers,vapour,69410,5564,70k,06k,0,587,Irr
consulships,consul,69411,5565,70k,06k,0,587,Irr
honeymooner,honeymoon,69412,5607,70k,06k,0,578,Noun
intoners,intone,69413,5612,70k,06k,0,577,Irr
noncorrosive,corrode,69414,5615,70k,06k,0,576,Irr
banqueted,banquet,69415,5628,70k,06k,0,573,Irr
dizzies,dizzy,69416,5632,70k,06k,0,572,Irr
dizziest,dizzy,69417,5632,70k,06k,0,572,Adj
nourishments,nourish,69418,5638,70k,06k,0,571,Irr
nonrefundable,refund,69419,5642,70k,06k,0,570,Irr
reputes,repute,69420,5644,70k,06k,0,570,Irr
bafflers,baffle,69421,5647,70k,06k,0,569,Irr
deregulates,deregulate,69422,5650,70k,06k,0,567,Irr
racketeered,racket,69423,5657,70k,06k,0,566,Irr
apostleships,apostle,69424,5662,70k,06k,0,565,Irr
unsnarled,snarl,69425,5667,70k,06k,0,564,Irr
unsnarling,snarl,69426,5667,70k,06k,0,564,Irr
unsnarls,snarl,69427,5667,70k,06k,0,564,Irr
diplomacies,diplomacy,69428,5676,70k,06k,0,561,Irr
diligences,diligent,69429,5680,70k,06k,0,560,Irr
griever,grieve,69430,5695,70k,06k,0,555,Irr
uraniums,uranium,69431,5711,70k,06k,0,552,Irr
testifyings,testify,69432,5716,70k,06k,0,550,Irr
sproutings,sprout,69433,5720,70k,06k,0,549,Irr
liturgist,liturgy,69434,5722,70k,06k,0,549,Irr
renouncement,renounce,69435,5726,70k,06k,0,548,Noun
applauders,applaud,69436,5729,70k,06k,0,547,Noun
cunninger,cunning,69437,5741,70k,06k,0,545,Irr
clumpiest,clump,69438,5746,70k,06k,0,543,Irr
churner,churn,69439,5761,70k,06k,0,540,Irr
churnings,churn,69440,5761,70k,06k,0,540,Irr
varnishings,varnish,69441,5766,70k,06k,0,540,Irr
charismas,charisma,69442,5768,70k,06k,0,539,Irr
analogousness,analogous,69443,5773,70k,06k,0,537,Irr
evadings,evade,69444,5776,70k,06k,0,536,Irr
nuttier,nutty,69445,5783,70k,06k,0,535,Adj
nuttiest,nutty,69446,5783,70k,06k,0,535,Adj
tubfuls,tub,69447,5786,70k,06k,0,534,Irr
enlistings,enlist,69448,5794,70k,06k,0,533,Irr
wizardries,wizard,69449,5795,70k,06k,0,533,Irr
martially,martial,69450,5797,70k,06k,0,533,Adv
squeakier,squeak,69451,5804,70k,06k,0,532,Irr
squeakings,squeak,69452,5804,70k,06k,0,532,Irr
benigner,benign,69453,5811,70k,06k,0,531,Irr
benignest,benign,69454,5811,70k,06k,0,531,Irr
benignities,benign,69455,5811,70k,06k,0,531,Irr
eloquences,eloquent,69456,5813,70k,06k,0,531,Irr
blackmailings,blackmail,69457,5820,70k,06k,0,529,Irr
salvagings,salvage,69458,5840,70k,06k,0,523,Irr
unsalvageable,salvage,69459,5840,70k,06k,0,523,Adj
traffickings,trafficked,69460,5842,70k,06k,0,523,Irr
trafficks,trafficked,69461,5842,70k,06k,0,523,Irr
stratifies,stratify,69462,5847,70k,06k,0,522,Irr
defecter,defected,69463,5849,70k,06k,0,521,Irr
defecters,defected,69464,5849,70k,06k,0,521,Irr
indiscrete,discrete,69465,5850,70k,06k,0,521,Adj
lucrativeness,lucrative,69466,5871,70k,06k,0,518,Irr
shreddings,shred,69467,5882,70k,06k,0,516,Irr
unshredded,shred,69468,5882,70k,06k,0,516,Irr
defiances,defiance,69469,5885,70k,06k,0,516,Irr
fumbler,fumble,69470,5888,70k,06k,0,515,Irr
fumblers,fumble,69471,5888,70k,06k,0,515,Irr
perkiest,perk,69472,5893,70k,06k,0,514,Adj
relinquishments,relinquish,69473,5899,70k,06k,0,512,Irr
heedfulness,heed,69474,5902,70k,06k,0,511,Irr
falterings,falter,69475,5909,70k,06k,0,509,Irr
intransience,transient,69476,5915,70k,06k,0,508,Irr
sensualists,sensual,69477,5918,70k,06k,0,507,Irr
musterer,muster,69478,5920,70k,06k,0,506,Irr
musterers,muster,69479,5920,70k,06k,0,506,Irr
discontinuations,discontinue,69480,5927,70k,06k,0,505,Irr
sparsities,sparse,69481,5933,70k,06k,0,504,Irr
wooers,woo,69482,5948,70k,06k,0,501,Irr
wooings,woo,69483,5948,70k,06k,0,501,Irr
fernier,fern,69484,5951,70k,06k,0,500,Irr
ferniest,fern,69485,5951,70k,06k,0,500,Irr
submergings,submerge,69486,5958,70k,06k,0,499,Irr
conciliates,conciliate,69487,5959,70k,06k,0,499,Irr
ingeniousness,ingenious,69488,5960,70k,06k,0,499,Noun
goddaughters,godfather,69489,5969,70k,06k,0,497,Noun
ominousness,ominous,69490,5970,70k,06k,0,497,Irr
maltier,malt,69491,5977,70k,06k,0,496,Irr
maltiest,malt,69492,5977,70k,06k,0,496,Irr
pigmentations,pigment,69493,5983,70k,06k,0,494,Irr
psychoanalist,psychoanalyse,69494,5985,70k,06k,0,494,Irr
psychoanalyze,psychoanalyse,69495,5985,70k,06k,0,494,Irr
psychoanalyzed,psychoanalyse,69496,5985,70k,06k,0,494,Irr
psychoanalyzes,psychoanalyse,69497,5985,70k,06k,0,494,Irr
freakier,freak,69498,5988,70k,06k,0,493,Noun
freakiest,freak,69499,5988,70k,06k,0,493,Adj
poppas,papa,69500,5993,70k,06k,0,492,Irr
supercedings,supersede,69501,5999,70k,06k,0,491,Irr
supersedings,supersede,69502,5999,70k,06k,0,491,Irr
retardations,retard,69503,6003,70k,07k,0,490,Irr
ordainment,ordain,69504,6013,70k,07k,0,488,Irr
ordainments,ordain,69505,6013,70k,07k,0,488,Irr
sneerings,sneer,69506,6014,70k,07k,0,488,Irr
nullifications,null,69507,6024,70k,07k,0,486,Irr
nullities,null,69508,6024,70k,07k,0,486,Irr
birchings,birch,69509,6037,70k,07k,0,485,Noun
idolisations,idol,69510,6050,70k,07k,0,482,Irr
idolization,idol,69511,6050,70k,07k,0,482,Irr
idolizations,idol,69512,6050,70k,07k,0,482,Irr
idolizes,idol,69513,6050,70k,07k,0,482,Irr
idolizing,idol,69514,6050,70k,07k,0,482,Irr
taunter,taunt,69515,6052,70k,07k,0,482,Noun
tauntings,taunt,69516,6052,70k,07k,0,482,Irr
specters,spectre,69517,6058,70k,07k,0,481,Irr
tabooing,taboo,69518,6059,70k,07k,0,481,Irr
leadenly,leaded,69519,6061,70k,07k,0,481,Irr
materializations,materialize,69520,6065,70k,07k,0,480,Irr
reveled,revel,69521,6073,70k,07k,0,479,Irr
reveler,revel,69522,6073,70k,07k,0,479,Irr
revelers,revel,69523,6073,70k,07k,0,479,Irr
reveling,revel,69524,6073,70k,07k,0,479,Irr
conservatisms,conservatism,69525,6075,70k,07k,0,478,Irr
fidelities,fidelity,69526,6076,70k,07k,0,478,Irr
sparrings,spar,69527,6081,70k,07k,0,478,Irr
vulgarer,vulgar,69528,6091,70k,07k,0,476,Irr
vulgarest,vulgar,69529,6091,70k,07k,0,476,Irr
vulgarisation,vulgar,69530,6091,70k,07k,0,476,Noun
vulgarisations,vulgar,69531,6091,70k,07k,0,476,Irr
vulgarise,vulgar,69532,6091,70k,07k,0,476,Irr
vulgarises,vulgar,69533,6091,70k,07k,0,476,Irr
vulgarising,vulgar,69534,6091,70k,07k,0,476,Irr
vulgarizer,vulgar,69535,6091,70k,07k,0,476,Irr
vulgarizers,vulgar,69536,6091,70k,07k,0,476,Irr
vulgarizes,vulgar,69537,6091,70k,07k,0,476,Irr
whoopings,whoop,69538,6092,70k,07k,0,476,Irr
beckonings,beckon,69539,6100,70k,07k,0,474,Irr
fluorescing,fluorescent,69540,6107,70k,07k,0,473,Verb
fierier,fiery,69541,6113,70k,07k,0,472,Noun
plummier,plum,69542,6115,70k,07k,0,472,Irr
plummiest,plum,69543,6115,70k,07k,0,472,Irr
whiskings,whisk,69545,6131,70k,07k,0,469,Irr
nonhereditary,hereditary,69546,6138,70k,07k,0,468,Irr
optimizations,optimise,69547,6146,70k,07k,0,466,Irr
unsounder,soundly,69548,6155,70k,07k,0,465,Irr
unsoundest,soundly,69549,6155,70k,07k,0,465,Irr
unsoundly,soundly,69550,6155,70k,07k,0,465,Irr
extinguishable,extinguish,69551,6158,70k,07k,0,464,Irr
sizably,sizeable,69552,6163,70k,07k,0,464,Adv
oustings,oust,69554,6167,70k,07k,0,463,Irr
desolateness,desolate,69555,6171,70k,07k,0,463,Irr
promenadings,promenade,69556,6172,70k,07k,0,463,Irr
ambushings,ambush,69557,6174,70k,07k,0,462,Irr
slipperier,slippery,69558,6182,70k,07k,0,461,Adj
slipperiest,slippery,69559,6182,70k,07k,0,461,Adj
nauseousness,nausea,69561,6188,70k,07k,0,460,Irr
tuitions,tuition,69562,6189,70k,07k,0,460,Noun
repellings,repel,69563,6192,70k,07k,0,459,Irr
sereneness,serene,69564,6193,70k,07k,0,459,Irr
incinerations,incinerate,69565,6199,70k,07k,0,458,Irr
advocacies,advocacy,69566,6202,70k,07k,0,457,Irr
brinksman,brink,69567,6224,70k,07k,0,454,Irr
brinksmanship,brink,69568,6224,70k,07k,0,454,Noun
brimless,brim,69569,6234,70k,07k,0,452,Adj
unclogged,clog,69570,6243,70k,07k,0,451,Adj
unclogging,clog,69571,6243,70k,07k,0,451,Verb
unclogs,clog,69572,6243,70k,07k,0,451,Irr
yeastier,yeast,69573,6244,70k,07k,0,451,Irr
yeastiest,yeast,69574,6244,70k,07k,0,451,Irr
tautens,taut,69575,6246,70k,07k,0,451,Irr
tautest,taut,69576,6246,70k,07k,0,451,Irr
stationeries,stationer,69577,6247,70k,07k,0,451,Irr
extradites,extradite,69578,6249,70k,07k,0,450,Irr
ravagings,ravage,69579,6252,70k,07k,0,450,Irr
métro,metro,69580,6253,70k,07k,0,450,Irr
garlanding,garland,69581,6254,70k,07k,0,450,Verb
anemia,anaemia,69582,6257,70k,07k,0,449,Irr
anemias,anaemia,69583,6257,70k,07k,0,449,Irr
cracklings,crackle,69584,6261,70k,07k,0,448,Irr
resiliences,resilience,69585,6265,70k,07k,0,448,Irr
scowlings,scowl,69586,6266,70k,07k,0,448,Irr
confiscatings,confiscate,69587,6270,70k,07k,0,447,Irr
supremacies,supremacy,69588,6281,70k,07k,0,446,Irr
reproachable,reproach,69589,6286,70k,07k,0,445,Irr
vitalities,vitality,69591,6296,70k,07k,0,443,Irr
savored,savour,69592,6302,70k,07k,0,442,Irr
savors,savour,69593,6302,70k,07k,0,442,Irr
admissibilities,admissible,69594,6306,70k,07k,0,442,Irr
barrener,barren,69595,6309,70k,07k,0,441,Irr
barrenest,barren,69596,6309,70k,07k,0,441,Irr
itchier,itch,69597,6310,70k,07k,0,441,Irr
excretive,excrete,69598,6311,70k,07k,0,441,Irr
bestowals,bestow,69599,6315,70k,07k,0,440,Irr
fermentations,ferment,69600,6323,70k,07k,0,439,Noun
splinterings,splinter,69602,6339,70k,07k,0,437,Irr
mechanisations,mechanise,69603,6340,70k,07k,0,437,Irr
mechanises,mechanise,69604,6340,70k,07k,0,437,Irr
mechanizations,mechanise,69605,6340,70k,07k,0,437,Irr
mechanizes,mechanise,69606,6340,70k,07k,0,437,Irr
wincings,wince,69607,6348,70k,07k,0,436,Irr
haemorrhagings,haemorrhage,69608,6349,70k,07k,0,436,Irr
hemorrhage,haemorrhage,69609,6349,70k,07k,0,436,Irr
hemorrhaged,haemorrhage,69610,6349,70k,07k,0,436,Irr
hemorrhages,haemorrhage,69611,6349,70k,07k,0,436,Irr
hemorrhaging,haemorrhage,69612,6349,70k,07k,0,436,Irr
envenoming,venom,69613,6350,70k,07k,0,436,Irr
envenoms,venom,69614,6350,70k,07k,0,436,Irr
nonvenomous,venom,69615,6350,70k,07k,0,436,Irr
candying,candy,69616,6363,70k,07k,0,434,Irr
solicitings,solicit,69617,6365,70k,07k,0,434,Irr
abbreviates,abbreviate,69618,6366,70k,07k,0,434,Verb
rivetings,rivet,69619,6371,70k,07k,0,434,Irr
lyncher,lynch,69620,6380,70k,07k,0,433,Irr
continuums,continuum,69621,6388,70k,07k,0,431,Irr
revokings,revoke,69622,6411,70k,07k,0,428,Irr
blistery,blister,69623,6414,70k,07k,0,427,Irr
scanter,scant,69624,6416,70k,07k,0,427,Irr
scantier,scant,69625,6416,70k,07k,0,427,Irr
scantly,scant,69626,6416,70k,07k,0,427,Irr
scantness,scant,69627,6416,70k,07k,0,427,Irr
grimacings,grimace,69629,6433,70k,07k,0,425,Irr
inscribers,inscribe,69630,6434,70k,07k,0,425,Irr
receptivities,receptive,69631,6435,70k,07k,0,425,Irr
encroachings,encroach,69632,6436,70k,07k,0,425,Irr
meagerer,meagre,69633,6437,70k,07k,0,425,Irr
meagerest,meagre,69634,6437,70k,07k,0,425,Irr
meagerness,meagre,69635,6437,70k,07k,0,425,Irr
triflings,trifle,69636,6439,70k,07k,0,425,Irr
refuter,refute,69637,6445,70k,07k,0,424,Irr
refuters,refute,69638,6445,70k,07k,0,424,Irr
pinpointings,pinpoint,69639,6450,70k,07k,0,423,Irr
sacksful,sacks,69640,6458,70k,07k,0,422,Irr
disbandings,disband,69641,6462,70k,07k,0,421,Irr
inadvertance,inadvertent,69642,6467,70k,07k,0,420,Irr
inadvertant,inadvertent,69643,6467,70k,07k,0,420,Adj
physiologies,physiology,69644,6470,70k,07k,0,420,Irr
baseballs,baseball,69645,6471,70k,07k,0,419,Noun
unsawn,sawn,69646,6478,70k,07k,0,419,Irr
swiveled,swivel,69647,6479,70k,07k,0,419,Irr
swiveling,swivel,69648,6479,70k,07k,0,419,Irr
cannabises,cannabis,69649,6491,70k,07k,0,417,Irr
secludes,seclude,69650,6496,70k,07k,0,416,Irr
tacitness,tacit,69651,6497,70k,07k,0,416,Irr
impiousness,pious,69652,6503,70k,07k,0,415,Irr
piousness,pious,69653,6503,70k,07k,0,415,Irr
whoreish,whore,69654,6507,70k,07k,0,414,Adj
tinglings,tingle,69655,6525,70k,07k,0,412,Irr
remorses,remorse,69656,6545,70k,07k,0,410,Irr
repentances,repent,69657,6546,70k,07k,0,410,Irr
repentants,repent,69658,6546,70k,07k,0,410,Irr
substantiations,substantiate,69659,6548,70k,07k,0,410,Irr
tatooe,tattoo,69660,6550,70k,07k,0,409,Irr
tatooing,tattoo,69661,6550,70k,07k,0,409,Irr
tattooe,tattoo,69662,6550,70k,07k,0,409,Irr
tattooer,tattoo,69663,6550,70k,07k,0,409,Irr
tattooers,tattoo,69664,6550,70k,07k,0,409,Irr
tattooists,tattoo,69665,6550,70k,07k,0,409,Noun
thuddings,thud,69666,6555,70k,07k,0,409,Irr
unlatches,latch,69667,6556,70k,07k,0,408,Irr
stockiest,stocky,69668,6560,70k,07k,0,408,Irr
stockiness,stocky,69669,6560,70k,07k,0,408,Irr
saviors,saviour,69670,6569,70k,07k,0,407,Irr
debitted,debit,69671,6571,70k,07k,0,407,Irr
debitting,debit,69672,6571,70k,07k,0,407,Irr
cubisms,cubism,69673,6579,70k,07k,0,406,Irr
monotonousness,monotony,69674,6580,70k,07k,0,406,Irr
unraveled,unravel,69675,6583,70k,07k,0,405,Verb
transfuses,transfuse,69676,6602,70k,07k,0,403,Irr
transfusing,transfuse,69677,6602,70k,07k,0,403,Irr
sedations,sedate,69678,6610,70k,07k,0,402,Noun
constipate,constipate,69679,6614,70k,07k,0,402,Irr
constipates,constipate,69680,6614,70k,07k,0,402,Irr
cremates,cremate,69681,6636,70k,07k,0,398,Irr
fasters,fasts,69682,6637,70k,07k,0,398,Adj
vacationer,vacation,69684,6641,70k,07k,0,397,Irr
wharfie,wharf,69685,6646,70k,07k,0,397,Irr
wharfies,wharf,69686,6646,70k,07k,0,397,Irr
juggleries,juggle,69687,6650,70k,07k,0,395,Irr
saliences,salient,69688,6675,70k,07k,0,392,Irr
parsleys,parsley,69689,6680,70k,07k,0,391,Irr
epidemiologies,epidemiology,69690,6687,70k,07k,0,390,Irr
gallanter,gallant,69691,6697,70k,07k,0,389,Irr
gallantest,gallant,69692,6697,70k,07k,0,389,Irr
vengeances,vengeance,69693,6706,70k,07k,0,388,Irr
timider,timid,69694,6713,70k,07k,0,387,Irr
timidest,timid,69695,6713,70k,07k,0,387,Irr
sootier,soot,69696,6720,70k,07k,0,386,Irr
sootiest,soot,69697,6720,70k,07k,0,386,Irr
soots,soot,69698,6720,70k,07k,0,386,Irr
potassiums,potassium,69700,6735,70k,07k,0,384,Irr
